"Measurement.number","Individual","Value","Group","Index"
78,"JACK.25",0.7087907,"JACK",77
79,"JACK.25",0.7088097,"JACK",78
80,"JACK.25",0.708811,"JACK",79
81,"JACK.25",0.7086768,"JACK",80
82,"JACK.25",0.7095892,"JACK",81
83,"JACK.25",0.7086774,"JACK",82
84,"JACK.25",0.7088924,"JACK",83
85,"JACK.25",0.7079214,"JACK",84
86,"JACK.25",0.7087579,"JACK",85
87,"JACK.25",0.7095671,"JACK",86
88,"JACK.25",0.7085502,"JACK",87
89,"JACK.25",0.7087432,"JACK",88
90,"JACK.25",0.7089441,"JACK",89
91,"JACK.25",0.7085788,"JACK",90
92,"JACK.25",0.7090186,"JACK",91
93,"JACK.25",0.7086164,"JACK",92
94,"JACK.25",0.7085332,"JACK",93
95,"JACK.25",0.7090698,"JACK",94
96,"JACK.25",0.708183,"JACK",95
97,"JACK.25",0.708309,"JACK",96
98,"JACK.25",0.7083366,"JACK",97
99,"JACK.25",0.708751,"JACK",98
100,"JACK.25",0.7094459,"JACK",99
101,"JACK.25",0.708261,"JACK",100
102,"JACK.25",0.7079261,"JACK",101
103,"JACK.25",0.7080647,"JACK",102
104,"JACK.25",0.7086398,"JACK",103
105,"JACK.25",0.7082237,"JACK",104
106,"JACK.25",0.7087108,"JACK",105
107,"JACK.25",0.7097614,"JACK",106
108,"JACK.25",0.7085436,"JACK",107
109,"JACK.25",0.708727,"JACK",108
110,"JACK.25",0.7087118,"JACK",109
111,"JACK.25",0.7082473,"JACK",110
112,"JACK.25",0.7085866,"JACK",111
113,"JACK.25",0.7087179,"JACK",112
114,"JACK.25",0.7083742,"JACK",113
115,"JACK.25",0.7091329,"JACK",114
116,"JACK.25",0.708789,"JACK",115
117,"JACK.25",0.7087041,"JACK",116
118,"JACK.25",0.7090894,"JACK",117
119,"JACK.25",0.7088865,"JACK",118
120,"JACK.25",0.7084061,"JACK",119
121,"JACK.25",0.7089401,"JACK",120
122,"JACK.25",0.7087285,"JACK",121
123,"JACK.25",0.7093376,"JACK",122
124,"JACK.25",0.7081191,"JACK",123
125,"JACK.25",0.7092514,"JACK",124
126,"JACK.25",0.7079791,"JACK",125
127,"JACK.25",0.7081311,"JACK",126
128,"JACK.25",0.7084702,"JACK",127
129,"JACK.25",0.7091853,"JACK",128
130,"JACK.25",0.7083632,"JACK",129
131,"JACK.25",0.7093529,"JACK",130
132,"JACK.25",0.7088343,"JACK",131
133,"JACK.25",0.70937,"JACK",132
134,"JACK.25",0.7074617,"JACK",133
135,"JACK.25",0.7082145,"JACK",134
136,"JACK.25",0.7089144,"JACK",135
137,"JACK.25",0.7076198,"JACK",136
138,"JACK.25",0.7096807,"JACK",137
139,"JACK.25",0.7087183,"JACK",138
140,"JACK.25",0.7083941,"JACK",139
141,"JACK.25",0.7085522,"JACK",140
142,"JACK.25",0.7080886,"JACK",141
143,"JACK.25",0.7085097,"JACK",142
144,"JACK.25",0.7083252,"JACK",143
145,"JACK.25",0.7086696,"JACK",144
146,"JACK.25",0.7082899,"JACK",145
147,"JACK.25",0.7084825,"JACK",146
148,"JACK.25",0.7087945,"JACK",147
149,"JACK.25",0.7086689,"JACK",148
150,"JACK.25",0.7081913,"JACK",149
151,"JACK.25",0.7085412,"JACK",150
152,"JACK.25",0.7098864,"JACK",151
153,"JACK.25",0.709328,"JACK",152
154,"JACK.25",0.7083815,"JACK",153
155,"JACK.25",0.7089101,"JACK",154
156,"JACK.25",0.7094812,"JACK",155
157,"JACK.25",0.7084526,"JACK",156
158,"JACK.25",0.7095422,"JACK",157
159,"JACK.25",0.7081531,"JACK",158
160,"JACK.25",0.7098312,"JACK",159
161,"JACK.25",0.7080746,"JACK",160
162,"JACK.25",0.7081353,"JACK",161
163,"JACK.25",0.7073883,"JACK",162
164,"JACK.25",0.7079376,"JACK",163
165,"JACK.25",0.7078099,"JACK",164
166,"JACK.25",0.708888,"JACK",165
167,"JACK.25",0.7098675,"JACK",166
168,"JACK.25",0.7084814,"JACK",167
169,"JACK.25",0.7082564,"JACK",168
170,"JACK.25",0.7083953,"JACK",169
171,"JACK.25",0.709304,"JACK",170
172,"JACK.25",0.7084992,"JACK",171
173,"JACK.25",0.7078429,"JACK",172
174,"JACK.25",0.7080603,"JACK",173
175,"JACK.25",0.7102028,"JACK",174
176,"JACK.25",0.7093051,"JACK",175
177,"JACK.25",0.7082855,"JACK",176
178,"JACK.25",0.708235,"JACK",177
179,"JACK.25",0.7086577,"JACK",178
180,"JACK.25",0.709361,"JACK",179
181,"JACK.25",0.709889,"JACK",180
182,"JACK.25",0.7087424,"JACK",181
183,"JACK.25",0.7095434,"JACK",182
184,"JACK.25",0.7086826,"JACK",183
185,"JACK.25",0.7079594,"JACK",184
186,"JACK.25",0.7093721,"JACK",185
187,"JACK.25",0.7093237,"JACK",186
188,"JACK.25",0.7082383,"JACK",187
189,"JACK.25",0.7080431,"JACK",188
190,"JACK.25",0.7076672,"JACK",189
191,"JACK.25",0.7090203,"JACK",190
192,"JACK.25",0.7088099,"JACK",191
193,"JACK.25",0.7097506,"JACK",192
194,"JACK.25",0.7091674,"JACK",193
195,"JACK.25",0.7081391,"JACK",194
196,"JACK.25",0.7086496,"JACK",195
197,"JACK.25",0.7085154,"JACK",196
198,"JACK.25",0.709052,"JACK",197
199,"JACK.25",0.7087004,"JACK",198
200,"JACK.25",0.7078318,"JACK",199
201,"JACK.25",0.7092193,"JACK",200
202,"JACK.25",0.7093174,"JACK",201
203,"JACK.25",0.7089879,"JACK",202
204,"JACK.25",0.7088797,"JACK",203
205,"JACK.25",0.7084703,"JACK",204
206,"JACK.25",0.7083664,"JACK",205
207,"JACK.25",0.7083944,"JACK",206
208,"JACK.25",0.7078049,"JACK",207
209,"JACK.25",0.708082,"JACK",208
210,"JACK.25",0.7089176,"JACK",209
211,"JACK.25",0.7091543,"JACK",210
212,"JACK.25",0.7103031,"JACK",211
213,"JACK.25",0.7083342,"JACK",212
214,"JACK.25",0.7086917,"JACK",213
215,"JACK.25",0.7077765,"JACK",214
216,"JACK.25",0.7089023,"JACK",215
217,"JACK.25",0.7091297,"JACK",216
218,"JACK.25",0.7092122,"JACK",217
219,"JACK.25",0.7094626,"JACK",218
220,"JACK.25",0.708575,"JACK",219
221,"JACK.25",0.7085261,"JACK",220
222,"JACK.25",0.7090658,"JACK",221
223,"JACK.25",0.7092464,"JACK",222
224,"JACK.25",0.7086449,"JACK",223
225,"JACK.25",0.7088745,"JACK",224
226,"JACK.25",0.7087688,"JACK",225
227,"JACK.25",0.7078013,"JACK",226
228,"JACK.25",0.7092506,"JACK",227
229,"JACK.25",0.7088073,"JACK",228
230,"JACK.25",0.7092281,"JACK",229
231,"JACK.25",0.7086361,"JACK",230
232,"JACK.25",0.7095288,"JACK",231
233,"JACK.25",0.7081966,"JACK",232
234,"JACK.25",0.7090934,"JACK",233
235,"JACK.25",0.7089051,"JACK",234
236,"JACK.25",0.7090889,"JACK",235
237,"JACK.25",0.7097043,"JACK",236
238,"JACK.25",0.7091075,"JACK",237
239,"JACK.25",0.7094492,"JACK",238
240,"JACK.25",0.7103819,"JACK",239
241,"JACK.25",0.7087674,"JACK",240
242,"JACK.25",0.7088787,"JACK",241
243,"JACK.25",0.7090378,"JACK",242
244,"JACK.25",0.7089885,"JACK",243
245,"JACK.25",0.7097681,"JACK",244
246,"JACK.25",0.7090687,"JACK",245
247,"JACK.25",0.7084936,"JACK",246
248,"JACK.25",0.7076973,"JACK",247
249,"JACK.25",0.708608,"JACK",248
250,"JACK.25",0.7094431,"JACK",249
251,"JACK.25",0.7088134,"JACK",250
252,"JACK.25",0.7088888,"JACK",251
253,"JACK.25",0.7093377,"JACK",252
254,"JACK.25",0.709797,"JACK",253
255,"JACK.25",0.7088774,"JACK",254
256,"JACK.25",0.7092277,"JACK",255
257,"JACK.25",0.7087281,"JACK",256
258,"JACK.25",0.7090987,"JACK",257
259,"JACK.25",0.7096801,"JACK",258
260,"JACK.25",0.7078275,"JACK",259
261,"JACK.25",0.7092953,"JACK",260
262,"JACK.25",0.7091443,"JACK",261
263,"JACK.25",0.709006,"JACK",262
264,"JACK.25",0.7092551,"JACK",263
265,"JACK.25",0.7087279,"JACK",264
266,"JACK.25",0.7091719,"JACK",265
267,"JACK.25",0.7099947,"JACK",266
268,"JACK.25",0.7089511,"JACK",267
269,"JACK.25",0.7089182,"JACK",268
270,"JACK.25",0.7080969,"JACK",269
271,"JACK.25",0.7093872,"JACK",270
272,"JACK.25",0.7088284,"JACK",271
273,"JACK.25",0.7087032,"JACK",272
274,"JACK.25",0.7096828,"JACK",273
275,"JACK.25",0.7086607,"JACK",274
276,"JACK.25",0.709307,"JACK",275
277,"JACK.25",0.7090282,"JACK",276
278,"JACK.25",0.7091427,"JACK",277
279,"JACK.25",0.708685,"JACK",278
280,"JACK.25",0.7095146,"JACK",279
281,"JACK.25",0.7097051,"JACK",280
282,"JACK.25",0.7080858,"JACK",281
283,"JACK.25",0.7095355,"JACK",282
284,"JACK.25",0.7089984,"JACK",283
285,"JACK.25",0.7087254,"JACK",284
286,"JACK.25",0.7087071,"JACK",285
287,"JACK.25",0.7085906,"JACK",286
288,"JACK.25",0.7091813,"JACK",287
289,"JACK.25",0.709311,"JACK",288
290,"JACK.25",0.7093763,"JACK",289
291,"JACK.25",0.7091971,"JACK",290
292,"JACK.25",0.7088139,"JACK",291
293,"JACK.25",0.7090653,"JACK",292
294,"JACK.25",0.7089112,"JACK",293
295,"JACK.25",0.709261,"JACK",294
296,"JACK.25",0.7094649,"JACK",295
297,"JACK.25",0.7089752,"JACK",296
298,"JACK.25",0.709219,"JACK",297
299,"JACK.25",0.7085865,"JACK",298
300,"JACK.25",0.7089462,"JACK",299
301,"JACK.25",0.7086669,"JACK",300
302,"JACK.25",0.7091723,"JACK",301
303,"JACK.25",0.7086397,"JACK",302
304,"JACK.25",0.7097329,"JACK",303
305,"JACK.25",0.7084969,"JACK",304
306,"JACK.25",0.7093991,"JACK",305
307,"JACK.25",0.7065277,"JACK",306
308,"JACK.25",0.7088824,"JACK",307
309,"JACK.25",0.7088445,"JACK",308
310,"JACK.25",0.7087605,"JACK",309
311,"JACK.25",0.708915,"JACK",310
312,"JACK.25",0.7088495,"JACK",311
313,"JACK.25",0.7092446,"JACK",312
314,"JACK.25",0.7091786,"JACK",313
315,"JACK.25",0.7095215,"JACK",314
316,"JACK.25",0.7094661,"JACK",315
317,"JACK.25",0.7092434,"JACK",316
318,"JACK.25",0.7093056,"JACK",317
319,"JACK.25",0.7080997,"JACK",318
320,"JACK.25",0.7102839,"JACK",319
321,"JACK.25",0.7076555,"JACK",320
322,"JACK.25",0.7088833,"JACK",321
323,"JACK.25",0.7092423,"JACK",322
324,"JACK.25",0.7107539,"JACK",323
325,"JACK.25",0.7102309,"JACK",324
327,"JACK.25",0.7058489,"JACK",325
328,"JACK.25",0.709321,"JACK",326
329,"JACK.25",0.7075284,"JACK",327
331,"JACK.25",0.7065715,"JACK",328
332,"JACK.25",0.7085582,"JACK",329
