"Measurement.number","Individual","Value","Group","Index"
205,"Elson.24.4",0.7083058,"Elson",203
206,"Elson.24.4",0.7097922,"Elson",204
207,"Elson.24.4",0.7084212,"Elson",205
208,"Elson.24.4",0.7099608,"Elson",206
209,"Elson.24.4",0.7092349,"Elson",207
210,"Elson.24.4",0.7097484,"Elson",208
211,"Elson.24.4",0.7082991,"Elson",209
212,"Elson.24.4",0.7092309,"Elson",210
213,"Elson.24.4",0.7091424,"Elson",211
214,"Elson.24.4",0.7095535,"Elson",212
215,"Elson.24.4",0.709467,"Elson",213
216,"Elson.24.4",0.7089535,"Elson",214
217,"Elson.24.4",0.7088108,"Elson",215
218,"Elson.24.4",0.7096465,"Elson",216
219,"Elson.24.4",0.7092682,"Elson",217
220,"Elson.24.4",0.7093999,"Elson",218
221,"Elson.24.4",0.7089059,"Elson",219
222,"Elson.24.4",0.7090304,"Elson",220
223,"Elson.24.4",0.7090984,"Elson",221
224,"Elson.24.4",0.7090181,"Elson",222
225,"Elson.24.4",0.7084652,"Elson",223
226,"Elson.24.4",0.7097264,"Elson",224
227,"Elson.24.4",0.7084603,"Elson",225
228,"Elson.24.4",0.7091849,"Elson",226
229,"Elson.24.4",0.708857,"Elson",227
230,"Elson.24.4",0.7095805,"Elson",228
231,"Elson.24.4",0.7091327,"Elson",229
232,"Elson.24.4",0.708975,"Elson",230
233,"Elson.24.4",0.708776,"Elson",231
234,"Elson.24.4",0.7088905,"Elson",232
235,"Elson.24.4",0.7088556,"Elson",233
236,"Elson.24.4",0.7098594,"Elson",234
237,"Elson.24.4",0.7084309,"Elson",235
238,"Elson.24.4",0.7093846,"Elson",236
239,"Elson.24.4",0.70902,"Elson",237
240,"Elson.24.4",0.7089139,"Elson",238
241,"Elson.24.4",0.7087827,"Elson",239
242,"Elson.24.4",0.7090608,"Elson",240
243,"Elson.24.4",0.708646,"Elson",241
244,"Elson.24.4",0.7095067,"Elson",242
245,"Elson.24.4",0.709393,"Elson",243
246,"Elson.24.4",0.7093565,"Elson",244
247,"Elson.24.4",0.7094562,"Elson",245
248,"Elson.24.4",0.7088788,"Elson",246
249,"Elson.24.4",0.7089844,"Elson",247
250,"Elson.24.4",0.709122,"Elson",248
251,"Elson.24.4",0.7090852,"Elson",249
252,"Elson.24.4",0.7097224,"Elson",250
253,"Elson.24.4",0.7092965,"Elson",251
254,"Elson.24.4",0.7098617,"Elson",252
255,"Elson.24.4",0.7089595,"Elson",253
256,"Elson.24.4",0.709587,"Elson",254
257,"Elson.24.4",0.708962,"Elson",255
258,"Elson.24.4",0.7086865,"Elson",256
259,"Elson.24.4",0.709258,"Elson",257
260,"Elson.24.4",0.7088959,"Elson",258
261,"Elson.24.4",0.7090375,"Elson",259
262,"Elson.24.4",0.709444,"Elson",260
263,"Elson.24.4",0.7093095,"Elson",261
264,"Elson.24.4",0.7091735,"Elson",262
265,"Elson.24.4",0.7087241,"Elson",263
266,"Elson.24.4",0.7079956,"Elson",264
267,"Elson.24.4",0.7090154,"Elson",265
268,"Elson.24.4",0.7091824,"Elson",266
269,"Elson.24.4",0.7096018,"Elson",267
270,"Elson.24.4",0.7086898,"Elson",268
271,"Elson.24.4",0.7092705,"Elson",269
272,"Elson.24.4",0.7094165,"Elson",270
273,"Elson.24.4",0.7084092,"Elson",271
274,"Elson.24.4",0.7096172,"Elson",272
275,"Elson.24.4",0.7093672,"Elson",273
276,"Elson.24.4",0.7093252,"Elson",274
277,"Elson.24.4",0.7084262,"Elson",275
278,"Elson.24.4",0.7100837,"Elson",276
279,"Elson.24.4",0.7097038,"Elson",277
280,"Elson.24.4",0.70844,"Elson",278
281,"Elson.24.4",0.7101888,"Elson",279
282,"Elson.24.4",0.7090297,"Elson",280
283,"Elson.24.4",0.7091456,"Elson",281
284,"Elson.24.4",0.7105659,"Elson",282
285,"Elson.24.4",0.7072967,"Elson",283
287,"Elson.24.4",0.7048032,"Elson",284
288,"Elson.24.4",0.7077901,"Elson",285
